brand,price,year,mileage,color,vin,lot,state,country,condition
dodge,15900,2019,34264.0,charcoal,2c4rdgeg3kr578709,167801997,north carolina,usa,2 days left
dodge,25300,2019,17515.0,red,2c3cdxhg2kh608892,167750648,new mexico,usa,21 hours left
dodge,16300,2019,27071.0,silver,2c4rdgeg2kr600103,167801998,north carolina,usa,2 days left
dodge,29500,2019,14656.0,gray,1c4rdjdgxkc701199,167750666,new mexico,usa,21 hours left
dodge,14500,2019,35652.0,gray,2c4rdgcg8kr556692,167802058,north carolina,usa,2 days left
dodge,15400,2019,30055.0,no_color,2c4rdgcg7kr631205,167802059,north carolina,usa,2 days left
dodge,15400,2019,43088.0,charcoal,2c4rdgeg1kr579115,167802060,north carolina,usa,2 days left
dodge,15100,2019,33641.0,purple,2c4rdgcg2kr658912,167802061,north carolina,usa,2 days left
dodge,15000,2019,34797.0,black,2c4rdgcg1kr659131,167802062,north carolina,usa,2 days left
dodge,15500,2019,43943.0,gray,2c4rdgeg8kr529277,167802063,north carolina,usa,2 days left
dodge,15000,2019,35744.0,no_color,2c4rdgcg9kr600148,167802064,north carolina,usa,2 days left
dodge,15200,2019,31542.0,no_color,2c4rdgcgxkr529381,167802065,north carolina,usa,2 days left
dodge,15700,2019,26899.0,white,2c4rdgcg2kr659171,167802066,north carolina,usa,2 days left
dodge,16100,2019,29985.0,silver,3c4pdcgg5kt717085,167802074,north carolina,usa,2 days left
dodge,16300,2018,37009.0,silver,3c4pddgg2jt370853,167751185,texas,usa,21 hours left
dodge,16000,2019,30731.0,white,3c4pdcgg6kt716981,167802075,north carolina,usa,2 days left
dodge,16900,2019,30062.0,silver,3c4pddeg8kt738778,167802076,north carolina,usa,2 days left
dodge,17000,2019,28295.0,charcoal,3c4pddeg0kt687602,167802077,north carolina,usa,2 days left
dodge,17300,2019,25534.0,silver,3c4pddeg0kt694646,167802078,north carolina,usa,2 days left
dodge,15900,2019,29716.0,gray,3c4pdceg1kt680751,167802079,north carolina,usa,2 days left
dodge,15700,2019,34294.0,silver,3c4pdcgg0kt694119,167802080,north carolina,usa,2 days left
dodge,16900,2019,27643.0,white,3c4pddeg5kt749804,167802084,north carolina,usa,2 days left
dodge,15500,2019,35516.0,white,3c4pdceg4kt680601,167802093,north carolina,usa,2 days left
dodge,15100,2019,40674.0,silver,3c4pdceg0kt680319,167802094,north carolina,usa,2 days left
dodge,15500,2019,32494.0,white,3c4pdceg0kt681048,167802095,north carolina,usa,2 days left
dodge,15400,2019,35047.0,red,3c4pdceg2kt716799,167802096,north carolina,usa,2 days left
dodge,16500,2019,32898.0,silver,3c4pddeg4kt701856,167802099,north carolina,usa,2 days left
dodge,42500,2015,13740.0,black,2c3cdzc92fh716195,167752120,texas,usa,21 hours left
dodge,16600,2019,23132.0,charcoal,3c4pdcgg0kt716944,167802200,north carolina,usa,2 days left
dodge,15200,2019,37174.0,silver,3c4pdcgg8kt717033,167802202,north carolina,usa,2 days left
dodge,15800,2019,34023.0,charcoal,3c4pdcgg9kt737369,167802203,north carolina,usa,2 days left
dodge,16900,2019,30021.0,charcoal,3c4pddeg2kt694986,167802205,north carolina,usa,2 days left
dodge,11100,2017,51469.0,gray,2c4rdgbg8hr652428,167802215,north carolina,usa,2 days left
dodge,15600,2019,31237.0,charcoal,3c4pdceg1kt716986,167802230,north carolina,usa,2 days left
dodge,16900,2019,30186.0,silver,3c4pddeg0kt745899,167802232,north carolina,usa,2 days left
dodge,15300,2019,41956.0,silver,3c4pdceg5kt680932,167802233,north carolina,usa,2 days left
dodge,16600,2019,30727.0,black,3c4pddeg8kt701794,167802234,north carolina,usa,2 days left
dodge,21800,2017,38956.0,black,1c4rdjdg8hc653002,167752407,pennsylvania,usa,2 days left
dodge,36500,2018,22036.0,white,2c3cdxgj3jh314932,167752500,virginia,usa,21 hours left
dodge,26300,2019,26462.0,red,1c4rdhdg0kc675964,167752776,georgia,usa,21 hours left
dodge,20900,2019,23143.0,red,2c3cdzag1kh617105,167752778,georgia,usa,21 hours left
dodge,20100,2019,17340.0,gray,2c3cdzag2kh616402,167752791,georgia,usa,21 hours left
dodge,26700,2019,29749.0,gray,2c3cdxct5kh527020,167752792,georgia,usa,21 hours left
dodge,23900,2019,35248.0,white,2c3cdxhg1kh567414,167752939,georgia,usa,21 hours left
dodge,14500,2018,40417.0,no_color,2c4rdgeg6jr341288,167802408,florida,usa,27 minutes
dodge,23000,2017,30309.0,gray,1c4rdjag5hc622178,167753011,virginia,usa,21 hours left
dodge,15000,2018,42303.0,red,3c4pddgg1jt387157,167803180,north carolina,usa,2 days left
dodge,15000,2018,35326.0,white,3c4pddgg5jt387288,167803188,north carolina,usa,2 days left
ford,28500,2017,92100.0,white,1ft7w2bt6heb61418,167770192,texas,usa,2 days left
ford,28000,2017,99375.0,white,1ft7w2bt2hee62669,167770195,texas,usa,2 days left
ford,9000,2017,72418.0,gray,3fa6p0hd4hr370379,167770204,texas,usa,2 days left
ford,28700,2015,29733.0,ruby red metallic tinted clearcoat,1fatp8ff4f5394347,167715937,connecticut,usa,12 days left
ford,25000,2017,119439.0,white,1ft7w2bt6hec19849,167770210,texas,usa,2 days left
ford,17347,2015,54396.0,black,1fa6p8th4f5373291,167715938,massachusetts,usa,12 days left
ford,13800,2016,91606.0,white,1ftew1c82gkd45492,167770495,texas,usa,5 hours left
ford,25888,2015,2807.0,black,1fa6p8cf2f5430053,167715939,new jersey,usa,12 days left
ford,8500,2017,78739.0,black,3fa6p0luxhr267362,167770647,tennessee,usa,2 days left
ford,21289,2015,71955.0,gray,1fa6p8cf7f5308496,167715940,new york,usa,12 days left
ford,17999,2015,48472.0,triple yellow tri-coat,1fa6p8th8f5304703,167715941,new jersey,usa,12 days left
ford,2700,2012,98470.0,blue,1fahp3f29cl226555,167770840,texas,usa,2 days left
ford,30977,2015,28937.0,competition orange,1fa6p8cf8f5308068,167715942,pennsylvania,usa,12 days left
ford,13799,2015,83693.0,red,1fa6p8am3f5330934,167715943,new jersey,usa,12 days left
ford,20500,2014,90888.0,white,1fd7x3a68eeb54072,167771072,arizona,usa,2 days left
ford,8500,2012,216942.0,white,1fdrf3ht6cea87430,167771079,texas,usa,18 hours left
ford,9900,2015,205796.0,white,1ftbf2a6xfeb60033,167771183,florida,usa,24 hours left
ford,65500,2019,6500.0,black,1ft7w2bt0kec44818,167718954,indiana,usa,21 hours left
ford,24500,2018,39943.0,white,1fbzx2zm1jka44328,167772606,florida,usa,2 days left
ford,32500,2020,5920.0,silver,1fmsk8dh2lga15480,167722215,missouri,usa,21 hours left
ford,9200,2018,71478.0,blue,3fa6p0h75jr243141,167772971,pennsylvania,usa,2 days left
ford,17700,2017,119520.0,silver,1ftew1eg3hkc49103,167772999,pennsylvania,usa,2 days left
ford,18300,2020,10882.0,white,3fa6p0d94lr133238,167722427,california,usa,1 days left
ford,43500,2019,29010.0,gray,1ft7w2bt3kee55737,167722585,illinois,usa,21 hours left
ford,15200,2016,69003.0,white,1fdbf2a6xgec32765,167773215,pennsylvania,usa,2 days left
ford,36200,2019,16207.0,no_color,1ft7w2b63kee65677,167722586,illinois,usa,21 hours left
ford,21900,2018,29748.0,red,1fatp8uh4j5166362,167773235,new jersey,usa,2 days left
ford,20700,2019,25582.0,white,1fbax2cm3kka61610,167722604,california,usa,1 days left
ford,12300,2019,24520.0,gray,3fa6p0cd5kr265137,167722610,california,usa,1 days left
ford,4200,2016,104383.0,blue,3fa6p0hd5gr285811,167773291,pennsylvania,usa,2 days left
ford,19500,2019,34164.0,white,1ftyr2cm1kka61447,167722611,california,usa,1 days left
ford,14300,2020,6975.0,silver,3fa6p0d98lr117690,167722616,california,usa,1 days left
ford,13700,2016,67150.0,white,1ftye2yg5gka02732,167773301,pennsylvania,usa,2 days left
ford,13200,2015,100820.0,white,1fm5k8d81fga01930,167773526,pennsylvania,usa,2 days left
ford,6200,2014,142286.0,white,1fmcu9g96euc38537,167773530,pennsylvania,usa,2 days left
ford,6500,2015,60015.0,black,1fa6p0g70f5119774,167773531,pennsylvania,usa,21 hours left
ford,1500,2013,126381.0,gray,3fadp4fj7dm130032,167773663,pennsylvania,usa,21 hours left
ford,2200,2013,128753.0,black,3fa6p0hr7dr120916,167773664,pennsylvania,usa,2 days left
ford,4200,2013,0.0,no_color,1fadp3j23dl155179,167773673,pennsylvania,usa,2 days left
ford,8700,2013,64598.0,white,1ftse3el2dda91463,167773678,pennsylvania,usa,2 days left
ford,3200,2012,111532.0,black,3fahp0ja9cr334589,167773761,pennsylvania,usa,2 days left
ford,9000,2012,149346.0,black,1ftfw1et2cfc83729,167773763,pennsylvania,usa,21 hours left
ford,20000,2018,43567.0,silver,2fmpk4k99jbb06857,167775132,illinois,usa,4 days left
ford,33000,2017,36004.0,white,1ft7w2b62hed00227,167775742,texas,usa,6 days left
ford,23300,2019,10935.0,white,1ftmf1c58kkd07954,167725407,south carolina,usa,21 hours left
ford,8750,2017,150484.0,white,1fbax2cm1hka52638,167776541,illinois,usa,20 hours left
ford,11975,2012,122014.0,white,1ftfw1et5cfb83382,167777048,texas,usa,24 hours left
ford,23600,2019,19363.0,white,1ftyr1ym8kka42378,167725759,south carolina,usa,21 hours left
ford,12000,2016,42902.0,black,1fm5k7bh1ggc33135,167777327,texas,usa,19 hours left
ford,30900,2018,401.0,red,1ftex1ep0jkd02147,167718228,indiana,usa,21 hours left
ford,23900,2019,11077.0,white,1ftyr1zm0kka42485,167725761,south carolina,usa,21 hours left
ford,40400,2018,34100.0,black,1ftew1eg4jfb55634,167718246,indiana,usa,21 hours left
ford,38000,2019,30018.0,white,1ft7w2bt4ked42668,167778307,minnesota,usa,6 days left
ford,27000,2019,18279.0,white,2fmhk6c88kba16090,167778596,illinois,usa,2 days left
ford,24000,2019,7373.0,white,1ftyr1zm2kka54847,167725768,south carolina,usa,21 hours left
ford,30000,2019,2590.0,gray,1fter4fh7klb13025,167778604,wisconsin,usa,21 hours left
ford,16200,2019,41662.0,white,3fa6p0ru1kr120930,167725769,south carolina,usa,21 hours left
ford,30000,2019,15019.0,gray,2fmhk6dt4kba19698,167778609,wisconsin,usa,21 hours left
ford,23900,2019,9420.0,white,1ftyr1ym4kka50820,167725771,south carolina,usa,21 hours left
ford,13800,2018,41864.0,white,1fahp2d80jg104075,167722436,missouri,usa,21 hours left
ford,23700,2019,16829.0,white,1ftyr1ym3kka51084,167725774,south carolina,usa,21 hours left
ford,24300,2018,6290.0,gray,1ftex1cp1jkf40656,167722443,illinois,usa,21 hours left
ford,54900,2019,14393.0,black,1ft8w3bt7kee15090,167726356,nevada,usa,Listing Expired
ford,22500,2018,14599.0,white,1fahp2j88jg135238,167778957,wisconsin,usa,2 days left
ford,39000,2018,25839.0,gray,1ftfw1e53jfd63829,167778962,illinois,usa,2 days left
ford,13900,2018,60715.0,gray,1fmcu0hdxjuc12967,167778964,wisconsin,usa,21 hours left
ford,24700,2018,23350.0,red,1fm5k7dh1jgb86970,167722623,illinois,usa,21 hours left
ford,20100,2018,62386.0,white,1ftyr2xm7jkb19070,167722700,california,usa,1 days left
ford,22000,2018,6248.0,red,1fa6p8th3j5135439,167778967,illinois,usa,2 days left
ford,38200,2019,878.0,green,1fa6p8k02k5503784,167732976,florida,usa,1 days left
ford,24400,2018,49710.0,white,1ftyr2xm4jka56820,167722717,california,usa,1 days left
ford,35000,2018,2042.0,blue,1fa6p8cf9j5131958,167778969,illinois,usa,21 hours left
ford,18600,2019,7742.0,white,2fmhk6d87kba29234,167732983,florida,usa,2 days left
ford,22700,2018,39733.0,white,1ftyr3xm6jkb03481,167722718,california,usa,1 days left
ford,38000,2018,33701.0,black,1ftfw1e51jfa37950,167778971,illinois,usa,21 hours left
ford,17000,2014,67542.0,red,1ftmf1ctxefa36472,167779290,illinois,usa,2 days left
ford,17500,2017,35095.0,gray,1fmcu9jd6huc93491,167779677,wisconsin,usa,2 days left
ford,23200,2019,8652.0,white,1ftmf1c50kkd60101,167734884,michigan,usa,21 hours left
ford,30700,2017,51107.0,red,1fm5k8ht2hgd13448,167779679,wisconsin,usa,21 hours left
ford,23500,2019,14987.0,white,1ftyr1zm1kka42642,167735018,michigan,usa,21 hours left
ford,26400,2017,28252.0,blue,2fmpk4ap7hbc41894,167779680,wisconsin,usa,2 days left
ford,23500,2019,16009.0,white,1ftyr1zm8kka55050,167735020,michigan,usa,21 hours left
ford,38000,2017,47866.0,white,1ftew1eg0hfa43326,167779682,wisconsin,usa,2 days left
ford,23600,2019,11004.0,white,1ftyr1zm3kka71267,167735025,michigan,usa,21 hours left
ford,19300,2017,42895.0,gray,2fmpk4j9xhbb41421,167779683,wisconsin,usa,21 hours left
ford,23200,2019,9490.0,white,1ftmf1c58kkd60105,167735026,michigan,usa,21 hours left
ford,13800,2017,39027.0,no_color,1fmcu0gd5huc74384,167779689,wisconsin,usa,21 hours left
ford,23600,2019,13466.0,white,1ftyr1ym9kka55673,167735027,michigan,usa,21 hours left
ford,23200,2019,8737.0,white,1ftmf1c53kkd60111,167735029,michigan,usa,21 hours left
ford,40000,2017,23960.0,red,1ftew1eg2hfb38793,167779696,wisconsin,usa,2 days left
ford,23400,2019,5562.0,white,1ftmf1c5xkkd39112,167735030,michigan,usa,21 hours left
ford,23600,2019,13763.0,white,1ftyr1zm1kka55052,167735031,michigan,usa,21 hours left
ford,23000,2019,10444.0,white,1ftmf1c51kkd08329,167735032,michigan,usa,21 hours left
ford,25500,2017,41696.0,black,1ftew1ep8hfb07225,167779857,wisconsin,usa,21 hours left
ford,23500,2019,15787.0,white,1ftyr1zm1kka56203,167735033,michigan,usa,21 hours left
ford,29900,2017,9167.0,white,1ftew1ef5hkd84963,167779861,wisconsin,usa,2 days left
ford,23200,2019,17541.0,white,1ftyr1ym0kka55674,167735037,michigan,usa,21 hours left
ford,50500,2017,24686.0,silver,1ftfw1rg4hfc12326,167779863,wisconsin,usa,2 days left
ford,23400,2019,15210.0,white,1ftyr1ym7kka55672,167735038,michigan,usa,21 hours left
ford,24500,2017,54601.0,white,1ftyr2cv1hka17899,167779865,wisconsin,usa,2 days left
ford,49000,2017,2205.0,black,1fa6p8jz8h5523692,167779872,illinois,usa,2 days left
ford,25400,2017,35691.0,white,1ftyr2cv3hkb52320,167779876,wisconsin,usa,2 days left
ford,23000,2017,32788.0,silver,2fmhk6c8xhba10655,167779877,illinois,usa,21 hours left
ford,6000,2012,180471.0,gray,1ftfw1ef2ckd08095,167779892,minnesota,usa,6 days left
ford,22400,2016,42925.0,black,2fmpk4k80gbc01288,167780188,wisconsin,usa,21 hours left
ford,22500,2016,37385.0,black,2fmpk4k82gbc46880,167780189,wisconsin,usa,2 days left
ford,25200,2019,15415.0,gray,2fmpk4k95kbc23479,167735376,virginia,usa,2 days left
ford,36000,2016,20047.0,white,1ftew1eg5gfc13646,167780195,wisconsin,usa,2 days left
ford,26700,2019,16884.0,black,2fmpk4k90kbc02488,167735379,virginia,usa,2 days left
ford,30500,2016,57936.0,gray,1ftew1eg9gkd71799,167780199,wisconsin,usa,21 hours left
ford,26700,2019,15244.0,black,2fmpk4k91kbc22474,167735380,virginia,usa,2 days left
ford,25000,2019,19842.0,gray,2fmpk4k92kbc02945,167735381,virginia,usa,2 days left
ford,35200,2016,38830.0,white,1ftew1ef9gfb09068,167780201,wisconsin,usa,21 hours left
ford,30300,2019,31899.0,white,1ftew1e54kfb20317,167735391,tennessee,usa,21 hours left
ford,25000,2016,69305.0,no_color,1ftfw1ef5gfc20298,167780206,illinois,usa,2 days left
ford,26500,2016,46098.0,red,1ftfw1eg5gkf22898,167780207,wisconsin,usa,2 days left
ford,21600,2019,29457.0,gray,1fatp8uh6k5153386,167735493,virginia,usa,2 days left
ford,18800,2016,30765.0,no_color,2fmpk4j99gbc10713,167780210,wisconsin,usa,21 hours left
ford,21500,2019,29096.0,red,1fatp8uh3k5162367,167735497,virginia,usa,2 days left
ford,9000,2016,40437.0,no_color,1fadp3f29gl296335,167780249,new jersey,usa,7 hours left
ford,16700,2015,69004.0,white,1fdwe4fl3fda32622,167780449,wisconsin,usa,2 days left
ford,16800,2015,65179.0,white,1fdwe4fl2fda28433,167780450,wisconsin,usa,2 days left
ford,15700,2015,75862.0,white,1fdwe4fl1fda28424,167780452,wisconsin,usa,2 days left
ford,16800,2015,68319.0,white,1fdwe4fl3fda32619,167780458,wisconsin,usa,2 days left
ford,19500,2015,80354.0,gray,1fm5k8gt1fgb88036,167780463,wisconsin,usa,21 hours left
ford,20500,2015,51441.0,black,1fm5k8f89fga62388,167780465,wisconsin,usa,2 days left
ford,17400,2015,70954.0,white,1fdwe4fl5fda28412,167780471,wisconsin,usa,2 days left
ford,17500,2014,92500.0,red,1ftfx1ef9efc44937,167780571,wisconsin,usa,21 hours left
ford,26000,2014,66367.0,silver,1ftfw1et3efb08800,167780578,illinois,usa,21 hours left
ford,56700,2019,13884.0,white,1ftew1eg0kfa74454,167737612,kentucky,usa,21 hours left
ford,5000,2013,202565.0,no_color,1fmcu9gx0duc48476,167780643,wisconsin,usa,21 hours left
ford,40200,2019,26484.0,no_color,1ftew1e41kkc07168,167737616,kentucky,usa,21 hours left
ford,54000,2013,703.0,red,1zvbp8jz3d5271544,167780646,illinois,usa,21 hours left
ford,65200,2019,18138.0,white,1fmjk2at0kea08300,167737619,kentucky,usa,21 hours left
ford,32500,2017,28007.0,white,1ft8w3b63hec69791,167780667,minnesota,usa,Listing Expired
ford,25500,2019,11251.0,white,1ftyr1zm2kka42617,167738248,illinois,usa,21 hours left
ford,63000,2019,11640.0,no_color,1ft7w2bt7ked44785,167780677,illinois,usa,21 hours left
ford,44000,2019,10763.0,white,1ft7w2bt2ked42670,167780679,illinois,usa,2 days left
ford,70000,2019,9643.0,no_color,1ft8w3dt3kee48276,167780680,illinois,usa,2 days left
ford,56200,2019,33930.0,gray,1ft7w2bt6kee88988,167738656,kentucky,usa,21 hours left
ford,35000,2019,26451.0,white,1ft7w2b64kec00217,167780681,wisconsin,usa,2 days left
ford,57700,2019,21101.0,red,1ft7w2bt6kee59894,167738658,kentucky,usa,21 hours left
ford,74000,2019,10536.0,no_color,1ft8w4dt6ked32656,167780682,illinois,usa,2 days left
ford,60200,2019,31744.0,white,1ft7w2bt6ked11132,167738659,kentucky,usa,21 hours left
ford,60000,2018,18062.0,black,1ft7w2btxjeb54932,167780683,illinois,usa,2 days left
ford,63000,2018,17942.0,black,1ft7w2bt3jec31754,167780684,illinois,usa,21 hours left
ford,22500,2014,43646.0,black,1ftfw1ef6efa39398,167780692,wisconsin,usa,2 days left
ford,8300,2014,71989.0,gray,3fa6p0pu0er246171,167780699,wisconsin,usa,21 hours left
ford,8300,2012,138328.0,white,1fmhk8d89cga65125,167780740,wisconsin,usa,21 hours left
ford,21000,2013,95386.0,brown,1ftfw1et9dke64965,167780742,wisconsin,usa,2 days left
ford,19300,2019,23740.0,black,3fa6p0ru2kr260565,167740399,mississippi,usa,21 hours left
ford,16400,2019,36064.0,gray,3fa6p0cd1kr118278,167740400,alabama,usa,21 hours left
ford,27300,2019,18805.0,gray,1ftew1c4xkfc10243,167740409,mississippi,usa,21 hours left
ford,26400,2012,151035.0,white,1fduf5gt0ceb55163,167781136,wisconsin,usa,2 days left
ford,35100,2019,10099.0,red,1fatp8ff1k5110151,167740416,mississippi,usa,21 hours left
ford,41500,2018,9800.0,black,1ftew1e56jfa97539,167781284,new jersey,usa,1 days left
ford,34100,2019,10483.0,white,1fatp8ff5k5106670,167740622,mississippi,usa,21 hours left
ford,28600,2019,17544.0,no_color,1ftew1c46kkc52450,167781624,california,usa,21 hours left
ford,34100,2019,10167.0,red,1fatp8ff0k5119522,167740627,mississippi,usa,21 hours left
ford,28700,2019,11457.0,gray,1fter4eh5kla17864,167781626,california,usa,21 hours left
ford,24700,2019,26590.0,no_color,2fmpk3k90kbb54470,167781627,california,usa,21 hours left
ford,46500,2019,35346.0,black,1fmju1kt7kea38431,167781630,california,usa,21 hours left
ford,29000,2019,12953.0,black,1ftew1c59kkc39782,167781631,california,usa,21 hours left
ford,25500,2019,26693.0,silver,2fmpk3k91kbb62934,167781632,california,usa,21 hours left
ford,39500,2019,25071.0,yellow,1ftew1e51kkc05297,167781633,california,usa,21 hours left
ford,33100,2019,33538.0,yellow,1ftew1c54kkc38135,167781635,california,usa,21 hours left
ford,30500,2019,9915.0,gray,1ftew1e4xkfb37968,167781637,california,usa,2 days left
ford,3600,2018,1.0,silver,3fadp4ej1jm128239,167458288,arizona,usa,2 days left
ford,16800,2019,9910.0,red,3fa6p0hdxkr114772,167781638,california,usa,2 days left
ford,24000,2019,16765.0,gray,1ftew1cp5kkc11026,167459758,texas,usa,6 days left
ford,58500,2019,4970.0,gray,1fmju2at7kea02696,167781639,california,usa,21 hours left
ford,55000,2017,43964.0,black,1ft8w3dt8hed50014,167461502,texas,usa,6 days left
ford,28800,2019,40785.0,silver,1ftew1e49kkc40340,167781644,california,usa,21 hours left
ford,26800,2015,108998.0,white,1ft8w3bt4fec75439,167782025,new jersey,usa,24 hours left
ford,36000,2018,58576.0,gray,1fmjk1jt1jea23803,167472824,wisconsin,usa,22 hours left
ford,20000,2018,55475.0,white,1fbzx2zm6jka97476,167472829,wisconsin,usa,21 hours left
ford,46700,2019,35929.0,black,1ft8w3dt6kef15629,167741758,alabama,usa,21 hours left
ford,42800,2019,21669.0,silver,1ft7w2btxkee45528,167741762,alabama,usa,21 hours left
ford,21800,2018,16079.0,no_color,1fa6p8th0j5176725,167782357,california,usa,21 hours left
ford,18800,2018,41147.0,white,1fa6p8th1j5133883,167782359,california,usa,2 days left
ford,18800,2018,45798.0,black,2fmgk5d88jba13550,167782360,california,usa,21 hours left
ford,30200,2018,21703.0,red,1ftew1cp2jkd08540,167782362,california,usa,21 hours left
ford,27500,2018,22284.0,black,1fm5k8d89jgb59845,167782363,california,usa,2 days left
ford,37500,2018,24567.0,white,1ftbw3xgxjkb24777,167782364,california,usa,2 days left
ford,19100,2018,30594.0,silver,1fatp8uh2j5109805,167782375,california,usa,2 days left
ford,17100,2018,52747.0,white,2fmgk5d81jba01059,167782378,california,usa,21 hours left
ford,13500,2018,21592.0,silver,1fmcu0gd7jud41377,167606805,florida,usa,4 days left
ford,54500,2018,19853.0,blue,1ft7w2bt8jec80853,167782905,california,usa,2 days left
ford,9000,2018,25201.0,gray,3fadp4ej7jm111509,167606808,florida,usa,4 days left
ford,16400,2020,10351.0,black,1ftew1e57lfa24246,167742924,pennsylvania,usa,2 days left
ford,17000,2020,1117.0,gray,3fa6p0d98lr194138,167742945,pennsylvania,usa,2 days left
ford,24800,2017,37279.0,gold,1ftew1ep0hfb00592,167783112,california,usa,21 hours left
ford,26800,2017,30113.0,red,1ftew1ep9hfc23372,167783113,california,usa,21 hours left
ford,19400,2017,27570.0,white,3fa6p0k9xhr201097,167783115,california,usa,21 hours left
ford,20000,2017,45188.0,silver,2fmgk5c83hba04539,167783116,california,usa,2 days left
ford,7000,2012,149712.0,silver,1ftfw1cf5cfa60758,167484061,texas,usa,4 days left
ford,25100,2017,25030.0,gold,1fm5k7d84hgd56068,167783118,california,usa,2 days left
ford,2000,2013,105743.0,gray,3fa6p0h70dr346858,167611892,oklahoma,usa,15 days left
ford,18200,2020,9861.0,black,3fa6p0k98lr118096,167743129,pennsylvania,usa,2 days left
ford,14200,2018,1751.0,red,3fa6p0h76jr175058,167484407,illinois,usa,2 days left
ford,56500,2017,30629.0,red,1ft7w2bt3hec44885,167783122,california,usa,2 days left
ford,2000,2016,52883.0,gray,3fa6p0h7xgr182944,167611900,oklahoma,usa,15 days left
ford,26500,2020,122.0,white,1ftbr1c86lka43630,167743139,pennsylvania,usa,2 days left
ford,34300,2019,28534.0,white,1ft7w2btxkee87763,167489607,florida,usa,2 hours left
ford,43500,2017,80699.0,black,1ftfw1rg4hfa86887,167783125,california,usa,21 hours left
ford,3500,2016,72851.0,white,1fa6p0hd4g5100361,167611905,oklahoma,usa,15 days left
ford,37200,2019,24078.0,white,1ft7w2bt9kef54157,167489611,florida,usa,2 hours left
ford,12800,2017,38639.0,orange,1fmcu0gd4huc28156,167783127,california,usa,21 hours left
ford,15000,2013,146807.0,silver,1ft7w2bt9deb86453,167612500,texas,usa,17 hours left
ford,12500,2017,31871.0,silver,1fmcu0gd1hua50769,167783131,california,usa,21 hours left
ford,21500,2017,76876.0,gray,1ftew1cp1hfa12279,167783132,california,usa,2 days left
ford,17300,2019,28070.0,white,3fa6p0cdxkr116450,167744186,north carolina,usa,Listing Expired
ford,27000,2017,3189.0,silver,1fm5k7dh4hga93774,167783133,california,usa,21 hours left
ford,31800,2017,28359.0,white,1fmjk1kt6hea45630,167493536,florida,usa,24 hours left
ford,13000,2017,42890.0,gray,1fmcu0gd4huc28111,167783134,california,usa,21 hours left
ford,31800,2017,29328.0,silver,1fmjk1ktxhea45632,167493549,florida,usa,24 hours left
ford,46300,2016,47531.0,black,1ft7w2bt1ged12535,167783724,california,usa,2 days left
ford,6000,2015,57345.0,gray,1fa6p0h72f5106961,167495679,missouri,usa,7 days left
ford,22800,2016,67546.0,silver,1ftew1cg4gke05649,167783730,california,usa,21 hours left
ford,45000,2019,18153.0,white,1fmju2at2kea46511,167744932,pennsylvania,usa,3 days left
ford,49500,2019,17689.0,black,1fmju2at0kea25415,167744934,pennsylvania,usa,3 days left
ford,3000,2012,137171.0,white,nm0ls7bn3ct082251,167496237,missouri,usa,7 days left
ford,20000,2015,63445.0,gray,1ftew1cp9fkd25357,167783942,california,usa,21 hours left
ford,25300,2019,26422.0,black,2fmpk4k98kbc02352,167744935,pennsylvania,usa,2 days left
ford,4000,2015,149319.0,white,1fdrf3g6xfec28306,167615545,south carolina,usa,2 days left
ford,45500,2019,18767.0,gray,1fmju2at5kea33705,167744936,pennsylvania,usa,3 days left
ford,9100,2018,38289.0,silver,3fadp4ej7jm133008,167615883,minnesota,usa,14 hours left
ford,48000,2019,22960.0,black,1fmju2at2kea52910,167744937,pennsylvania,usa,3 days left
ford,47000,2019,17263.0,blue,1fmjk2at0kea52913,167744939,pennsylvania,usa,3 days left
ford,49500,2019,16981.0,black,1fmju2atxkea46594,167744941,pennsylvania,usa,3 days left
ford,31200,2019,13058.0,black,1fbax2cm9kka31236,167537649,pennsylvania,usa,1 days left
ford,18500,2014,45887.0,white,1zvbp8cf8e5321701,167783990,california,usa,2 days left
ford,15500,2019,21740.0,silver,1fmcu0gdxkub10166,167744942,pennsylvania,usa,2 days left
ford,30500,2019,17707.0,black,1fbzx2ym9kka49036,167537651,pennsylvania,usa,1 days left
ford,45500,2019,19121.0,silver,1fmjk2at7kea45361,167744943,pennsylvania,usa,3 days left
ford,31500,2019,18856.0,black,1fbax2cm3kka31250,167537652,pennsylvania,usa,1 days left
ford,11000,2013,84752.0,white,1fm5k8d8xdgb17544,167784054,new jersey,usa,30 minutes
ford,46500,2019,19555.0,white,1fmjk2at1kea40415,167744946,pennsylvania,usa,3 days left
ford,31500,2019,16340.0,black,1fbax2cm3kka37047,167537653,pennsylvania,usa,1 days left
ford,32000,2018,17242.0,white,1ftew1eg8jfd74483,167784445,ohio,usa,21 hours left
ford,23900,2019,28733.0,black,2fmpk4k97kbb81428,167744947,pennsylvania,usa,2 days left
ford,31500,2019,16019.0,black,1fbax2cm1kka31246,167537654,pennsylvania,usa,1 days left
ford,18500,2016,75580.0,black,1fahp2kt0gg121703,167784760,ohio,usa,2 days left
ford,1500,2013,113444.0,white,1fadp3e26dl161150,167620275,georgia,usa,2 days left
ford,46000,2019,19227.0,white,1fmjk2at8kea45286,167744948,pennsylvania,usa,3 days left
ford,31500,2019,13633.0,black,1fbax2cm4kka31239,167537655,pennsylvania,usa,1 days left
ford,14700,2015,37739.0,white,1ftne1zmxfka31885,167784980,new jersey,usa,2 days left
