brand,price,year,mileage,color,vin,lot,state,country,condition
ford,2700,2013,103541.0,green,1fm5k8d80dgc79389,167624785,michigan,usa,2 days left
ford,47500,2019,24072.0,blue,1fmju2at2kea33712,167744950,pennsylvania,usa,3 days left
ford,31500,2019,17657.0,black,1fbax2cm1kka37046,167537656,pennsylvania,usa,1 days left
ford,8900,2014,77392.0,red,1fmcu9gx5eua01844,167785291,new jersey,usa,2 days left
ford,7000,2019,11930.0,white,1ftyr1zm3kkb00458,167624798,michigan,usa,2 days left
ford,49000,2019,19731.0,red,1fmju2at7kea46505,167744952,pennsylvania,usa,3 days left
ford,31500,2019,15581.0,black,1fbax2cm0kka37040,167537657,pennsylvania,usa,1 days left
ford,8900,2014,70181.0,black,1fmcu9gx7eue04899,167785292,new jersey,usa,2 days left
ford,48000,2019,16143.0,black,1fmjk2at1kea46571,167744953,pennsylvania,usa,3 days left
ford,50000,2019,17995.0,black,1fmjk2at3kea46569,167744954,pennsylvania,usa,3 days left
ford,47300,2019,23926.0,black,1fmjk2at3kea19064,167744991,pennsylvania,usa,21 hours left
ford,45000,2017,57929.0,black,1ftfw1rg3hfa94897,167541375,louisiana,usa,8 days left
ford,49000,2019,20758.0,silver,1fmjk2at5kea39283,167744992,pennsylvania,usa,3 days left
ford,40200,2019,10028.0,gray,1ftew1e45kfc11202,167785786,texas,usa,1 days left
ford,48000,2019,21051.0,black,1fmjk2at1kea46568,167744993,pennsylvania,usa,3 days left
ford,5000,2015,136307.0,silver,1fa6p0h76f5128221,167541538,louisiana,usa,8 days left
ford,8200,2013,105880.0,silver,1fbne3bl5dda27813,167785850,new jersey,usa,2 days left
ford,49000,2019,19985.0,white,1fmjk2at1kea45369,167744997,pennsylvania,usa,3 days left
ford,4000,2015,102590.0,gray,1fa6p0h78f5126079,167541539,louisiana,usa,8 days left
ford,39000,2019,27612.0,silver,1fmju1jtxkea33631,167744998,pennsylvania,usa,3 days left
ford,29000,2015,90855.0,white,1ft7w2btxfeb19752,167541544,louisiana,usa,8 days left
ford,46500,2019,19936.0,silver,1fmjk2atxkea46536,167745000,pennsylvania,usa,3 days left
ford,7805,2015,64495.0,gray,1fa6p0h74f5125348,167541546,louisiana,usa,8 days left
ford,22000,2018,39477.0,gray,1fatp8ff8j5181457,167786970,texas,usa,5 days left
ford,18800,2019,25698.0,black,1fmjk1kt8kea43272,167745001,pennsylvania,usa,2 days left
ford,33000,2015,73849.0,blue,1ft7w2bt0fea55852,167541547,louisiana,usa,8 days left
ford,39500,2019,25422.0,black,1fmju1jt3kea33633,167745002,pennsylvania,usa,3 days left
ford,16900,2015,47866.0,black,1fa6p8cf0f5385064,167541550,louisiana,usa,8 days left
ford,42500,2019,31236.0,white,1fmjk1jt9kea20200,167745009,pennsylvania,usa,3 days left
ford,39500,2019,26755.0,gray,1fmju1jt2kea46499,167745010,pennsylvania,usa,3 days left
ford,25500,2018,49177.0,blue,1ftew1epxjfa22456,167627320,illinois,usa,2 days left
ford,49500,2019,20749.0,white,1fmjk2at7kea40404,167745011,pennsylvania,usa,3 days left
ford,25000,2018,15003.0,white,1ftew1eg8jfd05390,167627322,illinois,usa,2 days left
ford,40000,2019,12247.0,black,1ftfw1e53kfb70422,167745052,pennsylvania,usa,3 days left
ford,26000,2018,1.0,black,1ftfw1e5xjke09941,167627325,illinois,usa,2 days left
ford,29500,2019,10808.0,silver,1ftew1e57kfc13266,167745054,pennsylvania,usa,3 days left
ford,23000,2019,11263.0,white,1ftmf1c55kkd38708,167787204,oklahoma,usa,21 hours left
ford,25500,2018,42307.0,black,1ftew1ep8jfb14732,167627326,illinois,usa,2 days left
ford,44500,2019,17484.0,gray,1ftew1e40kfc09714,167745057,pennsylvania,usa,3 days left
ford,15600,2019,37106.0,blue,1fmcu0gd5kua05504,167551072,missouri,usa,9 days left
ford,23100,2019,9539.0,white,1ftmf1c57kkd08125,167787205,oklahoma,usa,21 hours left
ford,37000,2019,2384.0,gray,1ftew1epxkfa83324,167745058,pennsylvania,usa,3 days left
ford,14500,2019,20590.0,gray,3fa6p0hd8kr114141,167551221,missouri,usa,9 days left
ford,23000,2019,13896.0,white,1ftmf1c51kkd38706,167787206,oklahoma,usa,21 hours left
ford,26500,2019,9451.0,gray,1ftfw1e43kfb70539,167745059,pennsylvania,usa,3 days left
ford,18000,2017,31657.0,red,3fa6p0vp2hr189117,167552380,missouri,usa,9 days left
ford,35700,2019,33907.0,brown,1fmju1jt7kea29391,167787207,oklahoma,usa,21 hours left
ford,31000,2019,10028.0,black,1ftfw1e57kfa45438,167745061,pennsylvania,usa,3 days left
ford,2000,2013,175640.0,no_color,3fa6p0h72dr150212,167552543,missouri,usa,9 days left
ford,40400,2019,30770.0,white,1fmjk1jt6kea37259,167787213,oklahoma,usa,21 hours left
ford,43600,2019,15141.0,black,1ftew1e40kfa83015,167745064,pennsylvania,usa,2 days left
ford,22600,2019,18431.0,white,1ftmf1c5xkkc79168,167787215,oklahoma,usa,21 hours left
ford,26000,2019,9604.0,white,1ftfw1e45kfb85334,167745067,pennsylvania,usa,3 days left
ford,23200,2019,9516.0,white,1ftmf1c5xkkd39210,167787217,oklahoma,usa,21 hours left
ford,29000,2019,9718.0,silver,1ftew1e45kfa45361,167745068,pennsylvania,usa,3 days left
ford,22800,2019,16506.0,white,1ftmf1c58kkc79170,167787219,oklahoma,usa,21 hours left
ford,3450,2015,192108.0,white,1fmcu9gx5fuc13614,167633336,oregon,usa,2 days left
ford,31000,2019,11028.0,white,1ftfw1e55kfa45440,167745069,pennsylvania,usa,3 days left
ford,22900,2019,11313.0,white,1ftmf1c59kkd08126,167787221,oklahoma,usa,21 hours left
ford,3000,2014,141595.0,red,3fa6p0lu4er381093,167633339,oregon,usa,2 days left
ford,28000,2019,12886.0,silver,1ftew1e50kfc34279,167745143,pennsylvania,usa,3 days left
ford,23200,2019,9556.0,white,1ftmf1c53kkc79173,167787222,oklahoma,usa,21 hours left
ford,27000,2019,13269.0,blue,1ftew1epxkkd77667,167745145,pennsylvania,usa,3 days left
ford,22800,2019,16770.0,white,1ftmf1c55kkd08124,167787224,oklahoma,usa,21 hours left
ford,31500,2019,13526.0,red,1ftfw1e55kfc66570,167745147,pennsylvania,usa,3 days left
ford,23400,2019,16391.0,white,1ftyr1zm9kka54926,167787245,oklahoma,usa,21 hours left
ford,28000,2019,11437.0,white,1ftew1e57kfb37614,167745150,pennsylvania,usa,3 days left
ford,23400,2019,17964.0,white,1ftyr1ym9kka56662,167787249,oklahoma,usa,21 hours left
ford,28000,2018,5440.0,blue,1ftew1cp8jfd42703,167639660,texas,usa,10 days left
ford,24900,2019,13035.0,white,1ftfw1e48kkd08888,167745151,pennsylvania,usa,3 days left
ford,23500,2019,15759.0,white,1ftyr1ym0kka56663,167787255,oklahoma,usa,21 hours left
ford,36000,2018,30002.0,gray,1ftfw1e19jfd95844,167639665,texas,usa,10 days left
ford,28700,2019,13673.0,white,1ftfw1e44kfa45372,167745153,pennsylvania,usa,3 days left
ford,16000,2018,24480.0,silver,3fa6p0k95jr156818,167787271,oregon,usa,29 minutes
ford,31000,2019,13230.0,white,1ftfw1e59kfa45439,167745154,pennsylvania,usa,3 days left
ford,16500,2017,137789.0,white,1ftfw1eg0hkd21010,167787344,oregon,usa,29 minutes
ford,28500,2019,13516.0,white,1ftfw1e52kfb51070,167745155,pennsylvania,usa,3 days left
ford,10800,2017,81660.0,black,1fmcu9gd5huc55340,167787355,oregon,usa,29 minutes
ford,28500,2019,11763.0,white,1ftew1ep6kfb50971,167745157,pennsylvania,usa,3 days left
ford,25000,2017,34165.0,gold,1fm5k8fh3hgb01057,167787361,oregon,usa,29 minutes
ford,31000,2019,13458.0,white,1ftfw1e47kfa45446,167745199,pennsylvania,usa,3 days left
ford,7800,2016,104867.0,black,3fa6p0lu9gr318607,167787418,oregon,usa,29 minutes
ford,28500,2019,14004.0,white,1ftfw1e56kfc13215,167745200,pennsylvania,usa,3 days left
ford,9500,2016,69829.0,silver,3fa6p0h79gr262879,167787426,oregon,usa,29 minutes
ford,28500,2019,13405.0,silver,1ftew1ep5kfb96789,167745201,pennsylvania,usa,3 days left
ford,14500,2016,96151.0,black,1fm5k7d82gga11295,167787428,oregon,usa,29 minutes
ford,25000,2019,12688.0,black,1ftfw1e40kkc25486,167745202,pennsylvania,usa,3 days left
ford,14500,2016,116519.0,white,1ft7x2b61geb56195,167787429,oregon,usa,29 minutes
ford,28500,2019,12260.0,white,1ftfw1e50kfc13209,167745203,pennsylvania,usa,3 days left
ford,12100,2016,29367.0,silver,3fa6p0h76gr145938,167787432,oregon,usa,29 minutes
ford,29400,2019,18982.0,white,1ftfw1e48kfa45374,167745288,pennsylvania,usa,3 days left
ford,24700,2019,23795.0,silver,1ftew1c42kkd75453,167553736,california,usa,8 days left
ford,8700,2016,76572.0,gray,3fa6p0h76gr269546,167787433,oregon,usa,29 minutes
ford,29500,2019,15964.0,white,1ftfw1e44kkc25474,167745290,pennsylvania,usa,3 days left
ford,25800,2019,28117.0,silver,1ftew1e50kkc39540,167553737,california,usa,8 days left
ford,17500,2016,116730.0,blue,1ftfw1eg9gke06958,167787436,oregon,usa,29 minutes
ford,23900,2019,21055.0,brown,1ftew1e50kfb83107,167745292,pennsylvania,usa,2 days left
ford,22900,2019,27794.0,black,1ftew1c55kkc38466,167553738,california,usa,8 days left
ford,19500,2016,56995.0,black,2fmpk4ap5gbb89860,167787438,oregon,usa,29 minutes
ford,29500,2019,16625.0,gray,1ftew1e59kfa00593,167745296,pennsylvania,usa,3 days left
ford,24500,2019,27689.0,gray,1ftew1c46kkd75553,167553743,california,usa,8 days left
ford,11000,2016,39851.0,black,3fa6p0lu5gr235305,167787440,oregon,usa,29 minutes
ford,22400,2019,31727.0,black,1ftew1c52kfa64476,167745301,pennsylvania,usa,2 days left
ford,15700,2019,31586.0,gray,1fmcu9gd7kub30198,167553744,california,usa,8 days left
ford,11000,2015,33717.0,black,3fa6p0h75fr306648,167787501,oregon,usa,29 minutes
ford,28000,2019,18418.0,black,1ftew1e42kfc10086,167745303,pennsylvania,usa,2 days left
ford,13500,2019,39013.0,black,3fa6p0cd6kr140082,167553757,california,usa,8 days left
ford,7300,2013,125451.0,white,1ftnf1et8dkf99625,167787614,oregon,usa,29 minutes
ford,25100,2019,21346.0,black,1ftew1c59kfb19764,167745304,pennsylvania,usa,3 days left
ford,24100,2019,21150.0,white,1ftyr2cm0kkb25249,167553762,california,usa,8 days left
ford,6500,2014,103862.0,white,1ftnf1et8ekg10382,167787621,oregon,usa,29 minutes
ford,10500,2019,22001.0,red,1ftew1c47kfc12080,167745308,pennsylvania,usa,2 days left
ford,16900,2019,31261.0,gray,3fa6p0d93kr124089,167553768,california,usa,8 days left
ford,6000,2013,140870.0,white,1ftbf2b66dea35574,167787622,oregon,usa,29 minutes
ford,28500,2019,14358.0,white,1ftfw1e57kfc13238,167745311,pennsylvania,usa,3 days left
ford,16200,2019,41672.0,silver,3fa6p0d9xkr105006,167553991,california,usa,8 days left
ford,6500,2013,95655.0,white,1ftnf1et8dkd91793,167787623,oregon,usa,29 minutes
ford,24500,2019,19493.0,gray,2fmhk6d81kba19766,167745367,pennsylvania,usa,3 days left
ford,16500,2019,36956.0,black,3fa6p0d91kr118405,167553992,california,usa,8 days left
ford,56500,2017,23223.0,gold,1ft7w2bt8hed83183,167787803,texas,usa,2 days left
ford,10400,2019,13085.0,gray,3fa6p0t90kr253764,167745369,pennsylvania,usa,2 days left
ford,22800,2018,36124.0,silver,1fm5k8d87jgc15281,167787962,oklahoma,usa,21 hours left
ford,26500,2019,19147.0,white,2fmhk6dt5kba15871,167745370,pennsylvania,usa,3 days left
ford,23800,2019,24993.0,red,2fmhk6c82kba19874,167745382,pennsylvania,usa,3 days left
ford,24700,2018,41127.0,white,1ftew1e56jkd36112,167787974,oklahoma,usa,21 hours left
ford,12400,2019,32365.0,black,3fa6p0lu3kr185724,167745444,pennsylvania,usa,2 days left
ford,16600,2019,27774.0,white,3fa6p0ru3kr180188,167745445,pennsylvania,usa,2 days left
ford,11200,2015,105027.0,blue,1ftex1cp8fke04211,167788144,oklahoma,usa,21 hours left
ford,15900,2019,27806.0,silver,3fa6p0k96kr261093,167745449,pennsylvania,usa,2 days left
ford,7700,2015,54198.0,blue,3fa6p0h77fr138558,167788145,oklahoma,usa,21 hours left
ford,15100,2019,30181.0,white,3fa6p0mu3kr180747,167745453,pennsylvania,usa,2 days left
ford,7200,2013,82670.0,black,1fmcu9h94dua07603,167788146,oklahoma,usa,21 hours left
ford,15600,2019,36305.0,gold,3fa6p0ruxkr116813,167745455,pennsylvania,usa,2 days left
ford,39700,2019,10475.0,white,1ft7w2bt8kee90712,167788231,oklahoma,usa,21 hours left
ford,16000,2019,34734.0,gray,3fa6p0ru7kr138767,167745459,pennsylvania,usa,2 days left
ford,7500,2012,186713.0,black,1ftfw1cf6cfb56754,167564975,oklahoma,usa,8 days left
ford,15500,2017,132150.0,white,1ft7x2b69hec16645,167788232,oregon,usa,28 minutes
ford,19000,2019,12928.0,gray,1fahp2j84kg115859,167745465,pennsylvania,usa,3 days left
ford,5500,2015,116539.0,silver,1fmcu0gx1fub82812,167564982,oklahoma,usa,8 days left
ford,38700,2018,59549.0,white,1fd8w3ht1jeb13182,167788236,oklahoma,usa,21 hours left
ford,21000,2019,12174.0,red,1fahp2j81kg116841,167745472,pennsylvania,usa,3 days left
ford,28500,2016,96129.0,white,1ft8w3dt6ged23165,167565003,oklahoma,usa,8 days left
ford,37200,2018,89809.0,white,1fd0w5ht9jeb13276,167788237,oklahoma,usa,21 hours left
ford,18500,2019,18202.0,white,1fahp2j8xkg115025,167745529,pennsylvania,usa,3 days left
ford,15000,2015,128505.0,white,1ft7w2bt2fea81305,167565004,oklahoma,usa,8 days left
ford,37700,2017,43527.0,white,1fd8w3htxhed36198,167788238,oklahoma,usa,21 hours left
ford,22200,2019,15792.0,white,1ftyr2cm5kkb55220,167745530,pennsylvania,usa,2 days left
ford,39950,2019,9278.0,white,1ftew1e42kfc12713,167565282,georgia,usa,4 days left
ford,37600,2017,41925.0,white,1fd8w3ht6hed35386,167788239,oklahoma,usa,21 hours left
ford,18500,2019,16924.0,white,1fahp2j87kg116553,167745531,pennsylvania,usa,3 days left
ford,10000,2013,119869.0,silver,1fm5k7f93dgc57984,167789003,florida,usa,2 days left
ford,20500,2019,17260.0,silver,1fahp2j89kg115971,167745532,pennsylvania,usa,3 days left
ford,5700,2013,89490.0,white,1fmcu0f75dud93994,167789013,florida,usa,2 days left
ford,21000,2019,40772.0,white,1ftye9zm5kka75959,167745533,pennsylvania,usa,3 days left
ford,22500,2019,25623.0,white,1ftyr2cm5kkb17292,167745536,pennsylvania,usa,2 days left
ford,29000,2019,11669.0,white,1ftew1e53kfb51512,167565832,colorado,usa,24 hours left
ford,13200,2013,138524.0,black,1ftfw1ct8dfb88189,167789222,florida,usa,2 days left
ford,25500,2019,13644.0,white,1ftyr2cm7kkb12031,167745539,pennsylvania,usa,2 days left
ford,25700,2016,147935.0,white,1fd8w3ht0geb20021,167789476,texas,usa,2 days left
ford,18900,2015,44456.0,charcoal,2fmtk4j99fbb84272,167647140,new york,usa,10 days left
ford,31500,2019,20357.0,black,1fbax2cm0kka31240,167745558,pennsylvania,usa,2 days left
ford,45500,2017,66366.0,black,1ft7w2bt4hed76215,167567118,florida,usa,48 minutes
ford,11000,2017,43532.0,gray,3fa6p0h74hr259986,167789487,pennsylvania,usa,21 hours left
ford,18288,2015,45218.0,gray,2fmtk4j99fbb94378,167647142,new york,usa,10 days left
ford,20000,2017,85688.0,white,1ft7w2b62heb39135,167567233,florida,usa,48 minutes
ford,36600,2016,58902.0,white,1ft7w2bt1ged33630,167789516,pennsylvania,usa,21 hours left
ford,18299,2015,59869.0,silver,2fmtk4k85fbb28755,167647143,pennsylvania,usa,10 days left
ford,10000,2017,35021.0,silver,1fmcu9gd8hud43346,167567564,colorado,usa,8 days left
ford,4100,2012,100264.0,silver,1fmcu9d76cka93351,167789826,pennsylvania,usa,21 hours left
ford,30995,2015,157057.0,off-white,1ft7w2bt5fec61782,167790044,texas,usa,2 days left
ford,1750,2012,181316.0,black,1fmcu0d7xcka88620,167650408,minnesota,usa,8 days left
ford,31500,2019,23222.0,black,1fbax2cm8kka31244,167745569,pennsylvania,usa,2 days left
ford,13500,2016,87686.0,white,1ftfx1ef1gke85837,167568162,colorado,usa,8 days left
ford,7500,2014,162918.0,blue,1ftew1cm8efc15574,167790510,texas,usa,6 hours left
ford,650,2017,0.0,black,1fadp3k21hl268441,167651911,california,usa,2 days left
ford,22800,2019,32526.0,white,1fbzx2zmxkka31904,167745570,pennsylvania,usa,2 days left
ford,11300,2016,69402.0,white,3fa6p0k9xgr317088,167568168,colorado,usa,8 days left
ford,32700,2014,76336.0,white,1ft7w2bt8eea52700,167790521,texas,usa,7 hours left
ford,1350,2012,163334.0,white,1fahp3m22cl334180,167652613,virginia,usa,3 days left
ford,21900,2019,47628.0,white,1fbzx2zm9kka48743,167745571,pennsylvania,usa,2 days left
ford,11700,2014,135283.0,orange,1ftfw1ef4ekd10563,167790522,texas,usa,6 hours left
ford,6500,2014,147903.0,white,1ftmf1cm3ekd09140,167652703,georgia,usa,3 days left
ford,9800,2014,74181.0,black,2fmdk3gc9ebb58643,167568860,colorado,usa,8 days left
ford,11000,2014,77386.0,white,1ft7w2a67eeb61127,167790526,texas,usa,6 hours left
ford,1150,2014,123349.0,red,3fadp4bj5em136791,167652717,georgia,usa,3 days left
ford,13000,2013,136661.0,white,1fdwe3fs8dda78168,167569071,colorado,usa,8 days left
ford,5500,2013,109600.0,silver,3fa6p0hrxdr251001,167790946,texas,usa,2 days left
ford,6000,2014,125369.0,black,1fmcu0gx0euc40715,167652917,massachusetts,usa,3 days left
ford,11200,2013,122861.0,blue,1ftfw1ct7dkg07754,167790954,texas,usa,6 hours left
ford,5000,2016,110826.0,gray,1fadp3f26gl367412,167652919,massachusetts,usa,3 days left
ford,23400,2019,12198.0,white,1ftmf1c57kkc79371,167791002,missouri,usa,21 hours left
ford,13500,2019,45512.0,red,3fa6p0ru3kr188341,167652920,massachusetts,usa,3 days left
ford,22900,2019,15656.0,white,1ftmf1c51kkd08279,167791008,missouri,usa,21 hours left
ford,20000,2020,23984.0,silver,3fa6p0cd0lr116667,167569992,virginia,usa,2 days left
ford,22900,2019,15821.0,white,1ftmf1c52kkc79259,167791009,missouri,usa,21 hours left
ford,27000,2020,12748.0,red,1fatp8uh3l5101487,167569997,virginia,usa,2 days left
ford,54500,2019,9865.0,blue,1fmju1kt1kea32785,167791013,oklahoma,usa,2 days left
ford,20600,2020,17858.0,black,3fa6p0cd8lr115427,167570001,virginia,usa,2 days left
ford,23500,2019,6711.0,white,1ftmf1c56kkd08097,167791021,missouri,usa,21 hours left
ford,53000,2019,14939.0,blue,1fmju1kt7kea32953,167791024,oklahoma,usa,2 days left
ford,23600,2019,15820.0,white,1ftyr1ymxkka55522,167791089,missouri,usa,21 hours left
ford,33500,2019,6140.0,silver,1fbzx2cg3kka74824,167791092,oklahoma,usa,2 days left
ford,24400,2019,25552.0,gray,2fmpk3k98kbc03043,167570518,virginia,usa,2 days left
ford,13000,2016,54984.0,black,1fadp3l99gl358964,167793047,west virginia,usa,2 days left
ford,48400,2019,24783.0,black,1fmjk2at0kea58243,167570519,virginia,usa,2 days left
ford,26500,2014,148442.0,silver,1ft7w2btxeea16216,167793049,west virginia,usa,2 days left
ford,46200,2019,34191.0,white,1fmjk2at6kea38501,167570520,virginia,usa,2 days left
ford,9300,2013,82072.0,silver,2fmdk4kc9dba82059,167793051,west virginia,usa,2 days left
ford,13500,2012,104559.0,white,1ftfw1ef2cfa90460,167793084,west virginia,usa,2 days left
ford,27600,2019,13265.0,silver,2fmpk4k90kbb81660,167570523,virginia,usa,2 days left
ford,7400,2013,133314.0,red,1fm5k8d84dgc38344,167793088,west virginia,usa,2 days left
ford,26500,2019,22458.0,gray,2fmpk4k98kbc23105,167570524,virginia,usa,2 days left
ford,26000,2013,70106.0,white,1ft7w2btxdea17039,167793089,west virginia,usa,21 hours left
ford,24500,2019,23712.0,black,2fmpk3k92kbb89267,167570526,virginia,usa,2 days left
ford,2100,2012,101848.0,red,3fadp4bj7cm128642,167793093,west virginia,usa,21 hours left
ford,16700,2019,14994.0,black,maj6s3kl6kc281547,167570530,virginia,usa,2 days left
ford,17500,2015,59726.0,gray,2fmtk4k99fbb35183,167793196,missouri,usa,2 days left
ford,17000,2019,16448.0,gray,1fmcu0gd6kub08933,167570532,virginia,usa,2 days left
ford,22500,2015,28801.0,black,1ftew1cp9fke05161,167793211,oklahoma,usa,2 days left
ford,34500,2019,28938.0,gray,1ftew1e54kfb82591,167749570,michigan,usa,21 hours left
ford,16600,2019,19022.0,black,maj6s3kl2kc287149,167570533,virginia,usa,2 days left
ford,7500,2014,93832.0,silver,1fmcu9g9xeuc07694,167793429,missouri,usa,21 hours left
ford,34500,2019,25046.0,white,1ftew1e54kfb48392,167749571,michigan,usa,21 hours left
ford,25000,2019,22318.0,black,2fmpk4k95kbc01949,167570534,virginia,usa,2 days left
ford,36000,2019,17301.0,gray,1ftew1e53kkd48767,167749573,michigan,usa,21 hours left
ford,23700,2019,27413.0,gray,2fmpk3k98kbb62817,167570535,virginia,usa,2 days left
ford,28600,2019,39733.0,silver,1fm5k8gt7kgb48943,167749575,michigan,usa,21 hours left
ford,23500,2013,74195.0,brown,1ftfw1et6dke81934,167793508,oklahoma,usa,2 days left
ford,25300,2019,44383.0,silver,1fm5k8f8xkgb26965,167749587,michigan,usa,21 hours left
ford,24900,2019,19151.0,white,2fmhk6d81kba20559,167570537,virginia,usa,2 days left
ford,20300,2012,188394.0,white,3frnf7fa7cv186728,167793514,missouri,usa,21 hours left
ford,23400,2020,2452.0,gray,3fa6p0hd6lr110753,167749593,michigan,usa,21 hours left
ford,14600,2019,36252.0,silver,3fa6p0lu2kr180496,167570539,virginia,usa,2 days left
ford,25500,2019,27136.0,silver,1ftew1c47kfb18880,167570540,virginia,usa,2 days left
ford,14700,2019,35951.0,white,3fa6p0lu8kr117368,167570545,virginia,usa,2 days left
ford,33700,2019,35221.0,white,1ftew1e53kfa65102,167570547,virginia,usa,2 days left
ford,33400,2019,33808.0,gray,1ftew1e57kfb48077,167570548,virginia,usa,2 days left
ford,34000,2019,32022.0,black,1ftew1e54kfb47744,167749775,michigan,usa,21 hours left
ford,17500,2019,34173.0,white,3fa6p0ruxkr138018,167570556,virginia,usa,2 days left
ford,14100,2019,24272.0,white,3fa6p0lu1kr225363,167749844,michigan,usa,21 hours left
ford,30000,2019,19055.0,black,1ftew1e52kfb46754,167570557,virginia,usa,2 days left
ford,16500,2019,34822.0,red,3fa6p0d98kr187124,167749846,michigan,usa,21 hours left
ford,30600,2019,15422.0,gray,1ftew1e57kfc11954,167570558,virginia,usa,2 days left
ford,12800,2019,24765.0,silver,maj3s2ke8kc268152,167796664,nevada,usa,2 days left
ford,26000,2019,23019.0,white,1fbzx2zm3kkb24344,167570713,virginia,usa,2 days left
ford,46000,2019,38243.0,black,1fmjk2at6kea15946,167750651,texas,usa,21 hours left
ford,28500,2019,16509.0,white,1fter4fh6kla60107,167570721,virginia,usa,2 days left
ford,24300,2019,18762.0,silver,2fmpk4k96kbc37150,167796667,nevada,usa,2 days left
ford,29000,2019,28854.0,no_color,1fm5k7f88kgb11648,167750788,texas,usa,21 hours left
ford,15300,2019,17392.0,black,1fmcu0gdxkub80752,167796668,nevada,usa,2 days left
ford,27900,2019,13558.0,white,1fa6p8cf9k5108973,167750818,new mexico,usa,21 hours left
ford,24700,2019,27082.0,black,2fmpk4k90kbb55589,167796672,nevada,usa,2 days left
ford,14400,2019,17510.0,black,1fmcu0f72kub34778,167750837,texas,usa,21 hours left
ford,15000,2019,24662.0,white,maj6s3kl3kc251132,167796685,nevada,usa,2 days left
ford,17200,2014,96076.0,black,1ftfw1ct0efc61704,167591154,florida,usa,18 hours left
ford,12800,2019,22858.0,white,maj3s2ke1kc286878,167796687,nevada,usa,2 days left
ford,46900,2020,740.0,gray,1fmsk8fh3lga11841,167751303,virginia,usa,21 hours left
ford,2800,2013,110748.0,gray,1fadp3k22dl187362,167591318,florida,usa,2 days left
ford,16200,2019,25090.0,black,1fmcu9gdxkub80402,167796688,nevada,usa,2 days left
ford,25200,2020,7.0,black,1fmcu9f61lua48374,167751305,virginia,usa,21 hours left
ford,34800,2019,34277.0,silver,1fmjk1ht9kea27962,167796741,nevada,usa,2 days left
ford,52000,2019,34527.0,white,1ft7w2bt5kee35425,167751324,texas,usa,21 hours left
ford,26000,2017,99923.0,white,1ft8w3bt6hee98746,167597753,texas,usa,1 days left
ford,40600,2019,39170.0,white,1fmju1kt0kea17775,167796743,nevada,usa,2 days left
ford,55000,2019,16569.0,no_color,1ft8w3bt8kec78838,167751330,texas,usa,21 hours left
ford,5000,2015,80612.0,black,1fadp3f2xfl240127,167598272,texas,usa,1 days left
ford,36400,2019,36616.0,black,1fmjk1jt7kea20244,167796748,nevada,usa,2 days left
ford,7500,2015,92165.0,white,1fmcu9gx8fuc81762,167598285,texas,usa,1 days left
ford,14700,2019,44778.0,silver,1fmcu0gd3kub29710,167796751,nevada,usa,2 days left
ford,43900,2020,2089.0,no_color,1fmsk7fh0lgb38489,167751362,south carolina,usa,21 hours left
ford,6400,2013,91652.0,red,3fa6p0hr1dr126940,167598533,texas,usa,1 days left
ford,41100,2019,35801.0,silver,1fmju1kt4kea43604,167796754,nevada,usa,2 days left
ford,23000,2013,88781.0,white,1ft7w2bt3deb85914,167598536,texas,usa,1 days left
ford,13900,2019,36978.0,blue,1fmcu0gd2kub10601,167796755,nevada,usa,2 days left
ford,19000,2012,189776.0,white,1ft7w2bt4cea20954,167598650,texas,usa,1 days left
ford,34800,2019,35233.0,white,1fmjk1ht3kea17945,167796756,nevada,usa,2 days left
ford,22000,2012,151641.0,white,1ft7w2bt8ced04247,167598654,texas,usa,1 days left
ford,16300,2019,37044.0,white,1fmcu9hdxkub65946,167796758,nevada,usa,1 hours left
ford,18800,2019,15835.0,green,1fmcu9gd1kub80952,167751575,virginia,usa,21 hours left
ford,13000,2012,201187.0,white,1fduf5gt3cea67577,167598719,texas,usa,1 days left
ford,40900,2019,41928.0,black,1fmjk1kt6kea28110,167796763,nevada,usa,2 days left
ford,47000,2019,37059.0,gray,1fmju2at1kea28890,167751578,virginia,usa,21 hours left
ford,12800,2017,33763.0,red,3fa6p0hd6hr205675,167600745,wisconsin,usa,14 hours left
ford,25500,2019,29850.0,gray,1fm5k7f81kgb42773,167796764,nevada,usa,2 days left
ford,17800,2019,26675.0,black,1fmcu9gd2kub09873,167751579,virginia,usa,21 hours left
ford,25700,2019,17828.0,black,1ftew1c51kke08595,167796775,nevada,usa,2 days left
ford,17200,2019,29632.0,white,1fmcu9gd2kua07649,167751582,virginia,usa,21 hours left
ford,35000,2019,11544.0,white,1ft7w2b66kee46377,167602593,new jersey,usa,2 hours left
ford,28800,2019,21976.0,white,1ftew1c50kke09205,167796776,nevada,usa,2 days left
ford,39200,2019,43617.0,black,1fmjk1jt7kea20776,167751588,tennessee,usa,21 hours left
ford,13600,2019,49254.0,gray,1fmcu9gdxkua14655,167602886,pennsylvania,usa,1 days left
ford,24200,2019,51589.0,black,1ftew1e43kkc41032,167796781,nevada,usa,2 days left
ford,46900,2019,41399.0,gray,1fmjk2at3kea27617,167751592,virginia,usa,21 hours left
ford,26500,2019,11734.0,gray,1ftex1e51kkd09298,167603229,pennsylvania,usa,1 days left
ford,24700,2019,41628.0,silver,1fm5k7f87kgb11625,167796782,nevada,usa,2 days left
